iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","SendinblueAPI_Project","Get file details","GET","https://api.sendinblue.com/v3/crm/files/veniam elit in/data","Unauthorized","401","303","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get an email campaign report","GET","https://api.sendinblue.com/v3/emailCampaigns/13396752","Unauthorized","401","281","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update an email campaign","PUT","https://api.sendinblue.com/v3/emailCampaigns/13396752","Unauthorized","401","235","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete an email campaign","DELETE","https://api.sendinblue.com/v3/emailCampaigns/13396752","Unauthorized","401","223","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send an email campaign immediately, based on campaignId","POST","https://api.sendinblue.com/v3/emailCampaigns/:campaignId/sendTest","Unauthorized","401","211","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send an email campaign to your test list","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/sendTest","Unauthorized","401","221","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update an email campaign status","PUT","https://api.sendinblue.com/v3/emailCampaigns/13396752/status","Unauthorized","401","226","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send the report of a campaign","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/sendReport","Unauthorized","401","232","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get an A/B test email campaign results","GET","https://api.sendinblue.com/v3/emailCampaigns/13396752/abTestCampaignResult","Unauthorized","401","262","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get a shared template url","GET","https://api.sendinblue.com/v3/emailCampaigns/13396752/sharedUrl","Unauthorized","401","254","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Export the recipients of an email campaign","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/exportRecipients","Unauthorized","401","323","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Return all your created email campaigns","GET","https://api.sendinblue.com/v3/emailCampaigns?type=classic&status=archive&startDate=veniam elit in&endDate=veniam elit in&limit=50&offset=0&sort=desc","Unauthorized","401","223","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Create an email campaign","POST","https://api.sendinblue.com/v3/emailCampaigns","Unauthorized","401","252","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Upload an image to your account's image gallery","POST","https://api.sendinblue.com/v3/emailCampaigns/images","Unauthorized","401","206","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Returns the information for all your created SMS campaigns","GET","https://api.sendinblue.com/v3/smsCampaigns?status=archive&startDate=veniam elit in&endDate=veniam elit in&limit=500&offset=0&sort=desc","Unauthorized","401","209","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Creates an SMS campaign","POST","https://api.sendinblue.com/v3/smsCampaigns","Unauthorized","401","258","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get an SMS campaign","GET","https://api.sendinblue.com/v3/smsCampaigns/13396752","Unauthorized","401","209","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update an SMS campaign","PUT","https://api.sendinblue.com/v3/smsCampaigns/13396752","Unauthorized","401","288","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete an SMS campaign","DELETE","https://api.sendinblue.com/v3/smsCampaigns/13396752","Unauthorized","401","224","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send your SMS campaign immediately","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendNow","Unauthorized","401","195","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update a campaign's status","PUT","https://api.sendinblue.com/v3/smsCampaigns/13396752/status","Unauthorized","401","225","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send a test SMS campaign","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendTest","Unauthorized","401","592","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Export an SMS campaign's recipients","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/exportRecipients","Unauthorized","401","199","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send an SMS campaign's report","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendReport","Unauthorized","401","232","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send a message as an agent","POST","https://api.sendinblue.com/v3/conversations/messages","Unauthorized","401","184","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get a message","GET","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","223","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update a message sent by an agent","PUT","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","199","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete a message sent by an agent","DELETE","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","561","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Sets agent’s status to online for 2-3 minutes","POST","https://api.sendinblue.com/v3/conversations/agentOnlinePing","Unauthorized","401","201","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send an automated message to a visitor","POST","https://api.sendinblue.com/v3/conversations/pushedMessages","Unauthorized","401","284","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get an automated message","GET","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","243","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update an automated message","PUT","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","212","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete an automated message","DELETE","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","574","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get all the contacts","GET","https://api.sendinblue.com/v3/contacts?limit=50&offset=0&modifiedSince=2022-02-01T00:00:00.000&sort=desc","Unauthorized","401","262","50",,"The response contains the 'contacts' array with at least one element, The 'id' field of each contact is a non-negative integer, Validate emailBlacklisted field is a boolean for each contact, Validate 'smsBlacklisted' field is a boolean for each contact",,"4","0","4","0"
"1","SendinblueAPI_Project","Create a contact","POST","https://api.sendinblue.com/v3/contacts","Unauthorized","401","205","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Create Contact via DOI (Double-Opt-In) Flow","POST","https://api.sendinblue.com/v3/contacts/doubleOptinConfirmation","Unauthorized","401","221","50","Response has required fields, Code is a non-empty string, Message is a non-empty string, Response time is in an acceptable range",,,"4","4","0","0"
"1","SendinblueAPI_Project","Update multiple contacts","POST","https://api.sendinblue.com/v3/contacts/batch","Unauthorized","401","223","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Export contacts","POST","https://api.sendinblue.com/v3/contacts/export","Unauthorized","401","282","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Import contacts","POST","https://api.sendinblue.com/v3/contacts/import","Unauthorized","401","189","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get a contact's details","GET","https://api.sendinblue.com/v3/contacts/{{email}}","Unauthorized","401","652","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete a contact","DELETE","https://api.sendinblue.com/v3/contacts/{{contact_id}}","Unauthorized","401","192","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update a contact","PUT","https://api.sendinblue.com/v3/contacts/veniam elit in","Unauthorized","401","219","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get email campaigns' statistics for a contact","GET","https://api.sendinblue.com/v3/contacts/veniam elit in/campaignStats?startDate=veniam elit in&endDate=veniam elit in","Unauthorized","401","254","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get all folders","GET","https://api.sendinblue.com/v3/contacts/folders?limit=10&offset=0&sort=desc","Unauthorized","401","207","50",,"Validate folders array in the response, The count field is a non-negative integer, Each folder object should have a non-empty name field",,"3","0","3","0"
"1","SendinblueAPI_Project","Create a folder","POST","https://api.sendinblue.com/v3/contacts/folders","Unauthorized","401","184","50","Response time is less than 200ms, Response content type is JSON","Response body has the required field 'id', The id should be a non-negative integer",,"4","2","2","0"
"1","SendinblueAPI_Project","Returns a folder's details","GET","https://api.sendinblue.com/v3/contacts/folders/7","Unauthorized","401","220","50",,"Response status code is 200, Id is a non-negative integer, Name is a non-empty string, totalBlacklisted should be a non-negative integer, uniqueSubscribers should be a non-negative integer",,"5","0","5","0"
"1","SendinblueAPI_Project","Update a folder","PUT","https://api.sendinblue.com/v3/contacts/folders/6","Unauthorized","401","223","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete a folder (and all its lists)","DELETE","https://api.sendinblue.com/v3/contacts/folders/4","Unauthorized","401","200","50","Response has the required fields - code and message, Code has a valid value, Message is a non-empty string, Response time is in an acceptable range, The response has the required fields - code and message, Code has a valid value, Message is a non-empty string, Response time is less than 200ms",,,"8","8","0","0"
"1","SendinblueAPI_Project","Get lists in a folder","GET","https://api.sendinblue.com/v3/contacts/folders/7/lists?limit=10&offset=0&sort=desc","Unauthorized","401","268","50","Response is an object","Response contains 'lists' array, The 'lists' array is not empty, Count is a non-negative integer",,"4","1","3","0"
"1","SendinblueAPI_Project","Get all the lists","GET","https://api.sendinblue.com/v3/contacts/lists?limit=10&offset=0&sort=desc","Unauthorized","401","189","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Create a list","POST","https://api.sendinblue.com/v3/contacts/lists","Unauthorized","401","251","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get contacts in a list","GET","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts?modifiedSince=veniam elit in&limit=50&offset=0&sort=desc","Unauthorized","401","241","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Add existing contacts to a list","POST","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts/add","Unauthorized","401","402","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete a contact from a list","POST","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts/remove","Unauthorized","401","234","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get a list's details","GET","https://api.sendinblue.com/v3/contacts/lists/13396752","Unauthorized","401","299","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update a list","PUT","https://api.sendinblue.com/v3/contacts/lists/13396752","Unauthorized","401","202","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete a list","DELETE","https://api.sendinblue.com/v3/contacts/lists/13396752","Unauthorized","401","200","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","List all attributes","GET","https://api.sendinblue.com/v3/contacts/attributes","Unauthorized","401","274","50",,"Validate attributes array in response, Each attribute should have a non-empty name, Category is a non-empty string for each attribute",,"3","0","3","0"
"1","SendinblueAPI_Project","Update contact attribute","PUT","https://api.sendinblue.com/v3/contacts/attributes/:attributeCategory/:attributeName","Unauthorized","401","275","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Create contact attribute","POST","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Unauthorized","401","251","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete an attribute","DELETE","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Unauthorized","401","573","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send a transactional email","POST","https://api.sendinblue.com/v3/smtp/email","Unauthorized","401","250","50","Response time is less than 200ms","Response has the required field - messageId, messageId is a non-empty string",,"3","1","2","0"
"1","SendinblueAPI_Project","Get the list of transactional emails on the basis of allowed filters","GET","https://api.sendinblue.com/v3/smtp/emails?202308101033.84544740017@smtp-relay.mailin.fr&templateId=13396752&messageId=user@example.com&startDate=2023-08-01&endDate=2023-08-10&sort=desc&limit=500&offset=0","Unauthorized","401","313","50",,"Response has the required fields, Validate count field is a non-negative integer, Verify transactionalEmails array is present and has expected number of elements",,"3","0","3","0"
"1","SendinblueAPI_Project","Delete scheduled emails by batchId or messageId","DELETE","https://api.sendinblue.com/v3/smtp/email/4320f270-a4e3-4a2e-b591-edfe30a5e627","Unauthorized","401","207","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get the personalized content of a sent transactional email","GET","https://api.sendinblue.com/v3/smtp/emails/veniam elit in","Unauthorized","401","221","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Fetch scheduled emails by batchId or messageId","GET","https://api.sendinblue.com/v3/smtp/emailStatus/4320f270-a4e3-4a2e-b591-edfe30a5e627?startDate=2023-07-17&endDate=2023-08-10&sort=desc&status=queued&limit=100&offset=0","Unauthorized","401","311","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get the list of email templates","GET","https://api.sendinblue.com/v3/smtp/templates?templateStatus=false&limit=50&offset=0&sort=desc","Unauthorized","401","480","50",,"Response has the required fields - count, templates, The templates array is present and contains at least one element",,"2","0","2","0"
"1","SendinblueAPI_Project","Create an email template","POST","https://api.sendinblue.com/v3/smtp/templates","Unauthorized","401","190","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Returns the template information","GET","https://api.sendinblue.com/v3/smtp/templates/13396752","Unauthorized","401","202","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update an email template","PUT","https://api.sendinblue.com/v3/smtp/templates/13396752","Unauthorized","401","239","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete an inactive email template","DELETE","https://api.sendinblue.com/v3/smtp/templates/13396752","Unauthorized","401","234","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send a template to your test list","POST","https://api.sendinblue.com/v3/smtp/templates/13396752/sendTest","Unauthorized","401","208","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get your transactional email activity aggregated over a period of time","GET","https://api.sendinblue.com/v3/smtp/statistics/aggregatedReport?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in","Unauthorized","401","441","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get your transactional email activity aggregated per day","GET","https://api.sendinblue.com/v3/smtp/statistics/reports?limit=10&offset=0&startDate=2023-08-01&endDate=2023-08-10&days=13396752&tag=veniam elit in&sort=desc","Unauthorized","401","224","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get all your transactional email activity (unaggregated events)","GET","https://api.sendinblue.com/v3/smtp/statistics/events?days=11&messageId=202212281024.62341432715@smtp-relay.mailin.fr","Unauthorized","401","664","50",,"Email is a non-empty string, Date is in a valid date format, messageId is a non-empty string",,"3","0","3","0"
"1","SendinblueAPI_Project","Get the list of blocked or unsubscribed transactional contacts","GET","https://api.sendinblue.com/v3/smtp/blockedContacts?startDate=2023-08-01&endDate=2023-08-10&limit=50&offset=0&senders=ullamco,dolor elit aute&sort=desc","Unauthorized","401","214","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Unblock or resubscribe a transactional contact","DELETE","https://api.sendinblue.com/v3/smtp/blockedContacts/veniam elit in","Unauthorized","401","208","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get the list of blocked domains","GET","https://api.sendinblue.com/v3/smtp/blockedDomains","Unauthorized","401","220","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Add a new domain to the list of blocked domains","POST","https://api.sendinblue.com/v3/smtp/blockedDomains","Unauthorized","401","187","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Unblock an existing domain from the list of blocked domains","DELETE","https://api.sendinblue.com/v3/smtp/blockedDomains/veniam elit in","Unauthorized","401","230","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete hardbounces","POST","https://api.sendinblue.com/v3/smtp/deleteHardbounces","Unauthorized","401","349","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete an SMTP transactional log","DELETE","https://api.sendinblue.com/v3/smtp/log/veniam elit in","Unauthorized","401","220","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get the list of all the events for the received emails.","GET","https://api.sendinblue.com/v3/inbound/events?sender=veniam elit in&startDate=1947-08-13&endDate=1947-08-13&limit=100&offset=0&sort=desc","Unauthorized","401","257","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Fetch all events history for one particular received email.","GET","https://api.sendinblue.com/v3/inbound/events/veniam elit in","Unauthorized","401","248","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Retrieve inbound attachment with download token.","GET","https://api.sendinblue.com/v3/inbound/attachments/veniam elit in","Unauthorized","401","290","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Send SMS message to a mobile number","POST","https://api.sendinblue.com/v3/transactionalSMS/sms","Unauthorized","401","235","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get your SMS activity aggregated over a period of time","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/aggregatedReport?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in","Unauthorized","401","250","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get your SMS activity aggregated per day","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/reports?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in&sort=desc","Unauthorized","401","219","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get all your SMS activity (unaggregated events)","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/events?limit=50&startDate=veniam elit in&endDate=veniam elit in&offset=0&days=13396752&phoneNumber=veniam elit in&event=bounces&tags=veniam elit in&sort=desc","Unauthorized","401","255","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get all webhooks","GET","https://api.sendinblue.com/v3/webhooks?type=transactional&sort=desc","Unauthorized","401","254","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Create a webhook","POST","https://api.sendinblue.com/v3/webhooks","Unauthorized","401","199","50","Response time is less than 200ms, Response body is not empty","Response has required field - id, id is a non-negative integer",,"4","2","2","0"
"1","SendinblueAPI_Project","Get a webhook details","GET","https://api.sendinblue.com/v3/webhooks/861309","Unauthorized","401","268","50",,"Response has the required fields, Id is a non-negative integer, Events is an array with at least one element",,"3","0","3","0"
"1","SendinblueAPI_Project","Update a webhook","PUT","https://api.sendinblue.com/v3/webhooks/861454","Unauthorized","401","419","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete a webhook","DELETE","https://api.sendinblue.com/v3/webhooks/861543","Unauthorized","401","222","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Add Email and/or SMS credits to a specific child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/credits/add","Unauthorized","401","213","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Remove Email and/or SMS credits from a specific child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/credits/remove","Unauthorized","401","205","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Associate a dedicated IP to the child","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/ips/associate","Unauthorized","401","217","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Dissociate a dedicated IP to the child","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/ips/dissociate","Unauthorized","401","258","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get all sender domains for a specific child account","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains","Unauthorized","401","202","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Create a domain for a child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains","Unauthorized","401","240","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update the sender domain of reseller's child based on the childIdentifier and domainName passed","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Unauthorized","401","206","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete the sender domain of the reseller child based on the childIdentifier and domainName passed","DELETE","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Unauthorized","401","270","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get a child account's details","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Unauthorized","401","232","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update info of reseller's child based on the child identifier supplied","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Unauthorized","401","212","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Delete a single reseller child based on the child identifier supplied","DELETE","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Unauthorized","401","248","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Update info of reseller's child account status based on the identifier supplied","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in/accountStatus","Unauthorized","401","206","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get the status of a reseller's child account creation, whether it is successfully created (exists) or not based on the childIdentifier supplied","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/accountCreationStatus","Unauthorized","401","205","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get session token to access Sendinblue (SSO)","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/auth","Unauthorized","401","222","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get the list of all children accounts","GET","https://api.sendinblue.com/v3/reseller/children?limit=10&offset=0","Unauthorized","401","231","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Creates a reseller child","POST","https://api.sendinblue.com/v3/reseller/children","Unauthorized","401","252","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Return all the processes for your account","GET","https://api.sendinblue.com/v3/processes?limit=10&offset=0&sort=desc","Unauthorized","401","238","50",,"Validate the processes array is present in the response, The processes array should contain at least one element, Validate the count field is a non-negative integer",,"3","0","3","0"
"1","SendinblueAPI_Project","Return the informations for a process","GET","https://api.sendinblue.com/v3/processes/3","Unauthorized","401","210","50",,"Response has the required fields, Id is a non-negative integer, Status is a non-empty string, Name is a non-empty string",,"4","0","4","0"
"1","SendinblueAPI_Project","Get the details of requested master account","GET","https://api.sendinblue.com/v3/corporate/masterAccount","Unauthorized","401","235","50",,,,"0","0","0","0"
"1","SendinblueAPI_Project","Get the list of all the sub-accounts of the master account.","GET","https://api.sendinblue.com/v3/corporate/subAccount?offset=-41398727&limit=-41398727","Unauthorized","401","331","50",,,,"0","0","0","0"
